[23Dec2024 00:00:06.500] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-4, 12], pos: MutableBlockPos{x=-49, y=72, z=192}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:44:16.971] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, 2], pos: MutableBlockPos{x=-171, y=41, z=43}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:44:16.971] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, 2], pos: MutableBlockPos{x=-176, y=42, z=47}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:44:16.971] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, 2], pos: MutableBlockPos{x=-170, y=42, z=47}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:44:16.971] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, 2], pos: MutableBlockPos{x=-170, y=41, z=43}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:44:16.971] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, 2], pos: MutableBlockPos{x=-172, y=42, z=43}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:44:16.971] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, 2], pos: MutableBlockPos{x=-175, y=41, z=41}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:44:16.982] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-12, 3], pos: MutableBlockPos{x=-187, y=60, z=50}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:44:17.019] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-12, 2], pos: MutableBlockPos{x=-188, y=58, z=34}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:44:17.019] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-12, 2], pos: MutableBlockPos{x=-191, y=58, z=34}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:44:17.063] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-13, -1], pos: MutableBlockPos{x=-197, y=75, z=-16}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:44:17.063] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-13, -1], pos: MutableBlockPos{x=-196, y=75, z=-16}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:44:17.063] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-13, -1], pos: MutableBlockPos{x=-195, y=76, z=-16}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:44:17.063] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-13, -1], pos: MutableBlockPos{x=-195, y=75, z=-16}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:44:17.063] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-13, -1], pos: MutableBlockPos{x=-194, y=77, z=-16}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:44:17.063] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-13, -1], pos: MutableBlockPos{x=-194, y=76, z=-16}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:44:17.063] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-13, -1], pos: MutableBlockPos{x=-194, y=75, z=-16}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:44:17.064] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-13, -1], pos: MutableBlockPos{x=-198, y=75, z=-15}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:44:17.064] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-13, -1], pos: MutableBlockPos{x=-195, y=77, z=-15}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:44:17.064] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-13, -1], pos: MutableBlockPos{x=-195, y=76, z=-15}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:44:17.064] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-13, -1], pos: MutableBlockPos{x=-195, y=75, z=-15}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:44:17.064] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-13, -1], pos: MutableBlockPos{x=-198, y=75, z=-14}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:44:17.919] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-65, y=44, z=78} BlockPos{x=-65, y=46, z=74}
[23Dec2024 00:44:54.447] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Vata74> mira
[23Dec2024 00:45:02.719] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Vata74> toque de seda
[23Dec2024 00:45:10.662] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Twuelvi> no nazi
[23Dec2024 00:45:22.300] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Twuelvi> lo queri?
[23Dec2024 00:45:22.491] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Vata74> llevalo
[23Dec2024 00:45:26.294] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Twuelvi> joya
[23Dec2024 00:45:38.674] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Vata74> te veo sin casco
[23Dec2024 00:45:51.228] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Twuelvi> jjasajsajs
[23Dec2024 00:47:10.169] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Vata74> veni
[23Dec2024 00:47:41.196] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Vata74> guardaste las coord del portal?
[23Dec2024 00:47:46.758] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, 9], pos: MutableBlockPos{x=-232, y=58, z=144}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:47:46.759] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, 9], pos: MutableBlockPos{x=-239, y=59, z=144}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:47:46.838] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-220, y=58, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.838] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-220, y=57, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.839] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-222, y=57, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.839] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-221, y=58, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.839] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-221, y=57, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.839] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-220, y=58, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.839] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-220, y=57, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.839] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-218, y=58, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.840] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-218, y=57, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.840] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-220, y=58, z=97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.840] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-220, y=57, z=97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.840] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-224, y=56, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.840] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-224, y=55, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.840] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-223, y=57, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.840] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-223, y=56, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.840] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-223, y=55, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.840] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-222, y=57, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.840] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-222, y=56, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.841] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-222, y=55, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.841] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-221, y=57, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.841] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-221, y=56, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.841] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-221, y=55, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.841] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-220, y=57, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.842] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-220, y=56, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.842] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-220, y=55, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.842] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, 6], pos: MutableBlockPos{x=-226, y=56, z=97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.842] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, 6], pos: MutableBlockPos{x=-225, y=56, z=97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.842] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, 6], pos: MutableBlockPos{x=-225, y=55, z=97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.842] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-223, y=57, z=97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.842] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-223, y=56, z=97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.842] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-223, y=55, z=97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.843] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-222, y=57, z=97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.843] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-222, y=56, z=97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.843] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-222, y=55, z=97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.843] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-221, y=57, z=97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.843] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-221, y=56, z=97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.843] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-221, y=55, z=97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.843] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-220, y=57, z=97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.843] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-220, y=56, z=97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.843] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-220, y=55, z=97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.843] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, 6], pos: MutableBlockPos{x=-225, y=57, z=98}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.843] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, 6], pos: MutableBlockPos{x=-225, y=56, z=98}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.843] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, 6], pos: MutableBlockPos{x=-225, y=55, z=98}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.843] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-224, y=57, z=98}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.844] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-224, y=56, z=98}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.844] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-224, y=55, z=98}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.844] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-223, y=57, z=98}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.844] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-223, y=56, z=98}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.844] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-223, y=55, z=98}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.844] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-222, y=57, z=98}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.844] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-222, y=56, z=98}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.844] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-222, y=55, z=98}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.844] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-221, y=57, z=98}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.844] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-221, y=56, z=98}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.844] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-221, y=55, z=98}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.844] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-223, y=57, z=99}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.844] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-223, y=56, z=99}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.844] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-223, y=55, z=99}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.845] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-224, y=56, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.845] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-223, y=57, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.846] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-223, y=56, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.846] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-222, y=57, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
